,algorithm,latent_info,initial_S_key,n_samples,kl_divergence,num_edges,num_nodes,edges
124,bma,informed,tan,2000,0.4818367401203787,7,5,"[('CognitiveImpair', 'AD'), ('Hypometabilism', 'APOEAllele'), ('Hypometabilism', 'ABProtein'), ('Hypometabilism', 'AD'), ('Hypometabilism', 'CognitiveImpair'), ('APOEAllele', 'CognitiveImpair'), ('ABProtein', 'APOEAllele')]"
125,bma,informed,tan,2400,0.5016838533861987,5,5,"[('Hypometabilism', 'APOEAllele'), ('Hypometabilism', 'ABProtein'), ('Hypometabilism', 'AD'), ('Hypometabilism', 'CognitiveImpair'), ('CognitiveImpair', 'AD')]"
126,bma,informed,tan,2800,0.4983156448939914,4,5,"[('Hypometabilism', 'ABProtein'), ('Hypometabilism', 'AD'), ('Hypometabilism', 'APOEAllele'), ('Hypometabilism', 'CognitiveImpair')]"
127,bma,informed,tan,3200,0.47883117477000975,7,5,"[('Hypometabilism', 'AD'), ('AD', 'CognitiveImpair'), ('APOEAllele', 'ABProtein'), ('APOEAllele', 'AD'), ('APOEAllele', 'CognitiveImpair'), ('APOEAllele', 'Hypometabilism'), ('ABProtein', 'Hypometabilism')]"
128,bma,informed,tan,3600,0.5018710586877932,7,5,"[('ABProtein', 'Hypometabilism'), ('Hypometabilism', 'CognitiveImpair'), ('Hypometabilism', 'APOEAllele'), ('AD', 'CognitiveImpair'), ('AD', 'ABProtein'), ('AD', 'Hypometabilism'), ('AD', 'APOEAllele')]"
129,bma,informed,tan,4000,0.48112986438827315,7,5,"[('AD', 'APOEAllele'), ('APOEAllele', 'ABProtein'), ('APOEAllele', 'CognitiveImpair'), ('Hypometabilism', 'APOEAllele'), ('Hypometabilism', 'AD'), ('Hypometabilism', 'ABProtein'), ('Hypometabilism', 'CognitiveImpair')]"
130,bma,informed,tan,4400,0.4894917316308642,7,5,"[('AD', 'CognitiveImpair'), ('CognitiveImpair', 'Hypometabilism'), ('Hypometabilism', 'APOEAllele'), ('ABProtein', 'CognitiveImpair'), ('ABProtein', 'AD'), ('ABProtein', 'APOEAllele'), ('ABProtein', 'Hypometabilism')]"
131,bma,informed,tan,4800,0.5078276750192852,7,5,"[('ABProtein', 'CognitiveImpair'), ('CognitiveImpair', 'AD'), ('AD', 'APOEAllele'), ('Hypometabilism', 'APOEAllele'), ('Hypometabilism', 'ABProtein'), ('Hypometabilism', 'AD'), ('Hypometabilism', 'CognitiveImpair')]"
132,bma,informed,tan,5200,0.4893006185633587,7,5,"[('APOEAllele', 'ABProtein'), ('APOEAllele', 'CognitiveImpair'), ('APOEAllele', 'AD'), ('APOEAllele', 'Hypometabilism'), ('CognitiveImpair', 'Hypometabilism'), ('AD', 'CognitiveImpair'), ('Hypometabilism', 'ABProtein')]"
133,bma,informed,tan,5600,0.4833010712585091,6,5,"[('ABProtein', 'Hypometabilism'), ('AD', 'CognitiveImpair'), ('AD', 'ABProtein'), ('AD', 'APOEAllele'), ('AD', 'Hypometabilism'), ('CognitiveImpair', 'APOEAllele')]"
134,bma,informed,tan,6000,0.4958103098269384,8,5,"[('CognitiveImpair', 'AD'), ('CognitiveImpair', 'APOEAllele'), ('CognitiveImpair', 'Hypometabilism'), ('CognitiveImpair', 'ABProtein'), ('AD', 'Hypometabilism'), ('AD', 'APOEAllele'), ('APOEAllele', 'ABProtein'), ('Hypometabilism', 'APOEAllele')]"
135,bma,informed,random,400,0.057429687676925856,5,5,"[('CognitiveImpair', 'AD'), ('CognitiveImpair', 'Hypometabilism'), ('AD', 'APOEAllele'), ('APOEAllele', 'Hypometabilism'), ('ABProtein', 'CognitiveImpair')]"
136,bma,informed,random,800,0.5181864188538198,6,5,"[('ABProtein', 'CognitiveImpair'), ('Hypometabilism', 'ABProtein'), ('Hypometabilism', 'AD'), ('AD', 'ABProtein'), ('APOEAllele', 'CognitiveImpair'), ('APOEAllele', 'AD')]"
137,bma,informed,random,1200,0.5328724930076691,7,5,"[('Hypometabilism', 'CognitiveImpair'), ('Hypometabilism', 'AD'), ('AD', 'CognitiveImpair'), ('ABProtein', 'Hypometabilism'), ('APOEAllele', 'ABProtein'), ('APOEAllele', 'AD'), ('APOEAllele', 'CognitiveImpair')]"
138,bma,informed,random,1600,0.5073075854503516,7,5,"[('ABProtein', 'Hypometabilism'), ('ABProtein', 'CognitiveImpair'), ('Hypometabilism', 'AD'), ('Hypometabilism', 'CognitiveImpair'), ('Hypometabilism', 'APOEAllele'), ('CognitiveImpair', 'AD'), ('APOEAllele', 'CognitiveImpair')]"
139,bma,informed,random,2000,0.5066186134642182,7,5,"[('ABProtein', 'AD'), ('ABProtein', 'CognitiveImpair'), ('ABProtein', 'Hypometabilism'), ('CognitiveImpair', 'AD'), ('APOEAllele', 'ABProtein'), ('APOEAllele', 'AD'), ('APOEAllele', 'Hypometabilism')]"
140,bma,informed,random,2400,0.531710930811556,6,5,"[('ABProtein', 'Hypometabilism'), ('AD', 'Hypometabilism'), ('AD', 'ABProtein'), ('AD', 'APOEAllele'), ('CognitiveImpair', 'ABProtein'), ('CognitiveImpair', 'APOEAllele')]"
141,bma,informed,random,2800,0.49394411870372507,7,5,"[('Hypometabilism', 'AD'), ('Hypometabilism', 'CognitiveImpair'), ('Hypometabilism', 'APOEAllele'), ('AD', 'APOEAllele'), ('CognitiveImpair', 'AD'), ('CognitiveImpair', 'APOEAllele'), ('ABProtein', 'Hypometabilism')]"
142,bma,informed,random,3200,0.47880004010954663,6,5,"[('CognitiveImpair', 'Hypometabilism'), ('CognitiveImpair', 'AD'), ('Hypometabilism', 'AD'), ('ABProtein', 'CognitiveImpair'), ('APOEAllele', 'ABProtein'), ('APOEAllele', 'Hypometabilism')]"
143,bma,informed,random,3600,0.49898097799264474,9,5,"[('AD', 'APOEAllele'), ('ABProtein', 'APOEAllele'), ('ABProtein', 'AD'), ('CognitiveImpair', 'APOEAllele'), ('CognitiveImpair', 'ABProtein'), ('CognitiveImpair', 'AD'), ('Hypometabilism', 'AD'), ('Hypometabilism', 'ABProtein'), ('Hypometabilism', 'CognitiveImpair')]"
144,bma,informed,random,4000,0.5080616758824698,8,5,"[('APOEAllele', 'ABProtein'), ('APOEAllele', 'Hypometabilism'), ('APOEAllele', 'AD'), ('Hypometabilism', 'ABProtein'), ('Hypometabilism', 'AD'), ('CognitiveImpair', 'Hypometabilism'), ('CognitiveImpair', 'AD'), ('CognitiveImpair', 'APOEAllele')]"
145,bma,informed,random,4400,0.5011429748280876,7,5,"[('AD', 'APOEAllele'), ('AD', 'Hypometabilism'), ('APOEAllele', 'Hypometabilism'), ('ABProtein', 'Hypometabilism'), ('ABProtein', 'AD'), ('ABProtein', 'CognitiveImpair'), ('CognitiveImpair', 'AD')]"
146,bma,informed,random,4800,0.49454915453198617,8,5,"[('Hypometabilism', 'AD'), ('CognitiveImpair', 'Hypometabilism'), ('CognitiveImpair', 'APOEAllele'), ('CognitiveImpair', 'AD'), ('APOEAllele', 'AD'), ('APOEAllele', 'Hypometabilism'), ('ABProtein', 'APOEAllele'), ('ABProtein', 'CognitiveImpair')]"
147,bma,informed,random,5200,0.47629220429634916,8,5,"[('CognitiveImpair', 'Hypometabilism'), ('CognitiveImpair', 'ABProtein'), ('Hypometabilism', 'APOEAllele'), ('ABProtein', 'Hypometabilism'), ('ABProtein', 'APOEAllele'), ('AD', 'Hypometabilism'), ('AD', 'ABProtein'), ('AD', 'CognitiveImpair')]"
148,bma,informed,random,5600,0.4461910938406681,7,5,"[('APOEAllele', 'ABProtein'), ('APOEAllele', 'AD'), ('APOEAllele', 'Hypometabilism'), ('Hypometabilism', 'ABProtein'), ('Hypometabilism', 'CognitiveImpair'), ('CognitiveImpair', 'ABProtein'), ('CognitiveImpair', 'AD')]"
149,bma,informed,random,6000,0.5156283445101115,7,5,"[('Hypometabilism', 'ABProtein'), ('ABProtein', 'CognitiveImpair'), ('APOEAllele', 'ABProtein'), ('APOEAllele', 'AD'), ('AD', 'ABProtein'), ('AD', 'Hypometabilism'), ('AD', 'CognitiveImpair')]"
150,bma_rr,informed,none,400,6.293525834996587,10,5,"[('CognitiveImpair', 'Hypometabilism'), ('ABProtein', 'CognitiveImpair'), ('ABProtein', 'Hypometabilism'), ('AD', 'APOEAllele'), ('AD', 'Hypometabilism'), ('AD', 'ABProtein'), ('AD', 'CognitiveImpair'), ('APOEAllele', 'ABProtein'), ('APOEAllele', 'CognitiveImpair'), ('APOEAllele', 'Hypometabilism')]"
151,bma_rr,informed,none,800,0.473628637792914,10,5,"[('AD', 'CognitiveImpair'), ('AD', 'ABProtein'), ('AD', 'Hypometabilism'), ('CognitiveImpair', 'Hypometabilism'), ('ABProtein', 'CognitiveImpair'), ('ABProtein', 'Hypometabilism'), ('APOEAllele', 'ABProtein'), ('APOEAllele', 'AD'), ('APOEAllele', 'CognitiveImpair'), ('APOEAllele', 'Hypometabilism')]"
152,bma_rr,informed,none,1200,0.49090821271686674,10,5,"[('AD', 'APOEAllele'), ('ABProtein', 'CognitiveImpair'), ('ABProtein', 'APOEAllele'), ('ABProtein', 'Hypometabilism'), ('ABProtein', 'AD'), ('CognitiveImpair', 'APOEAllele'), ('CognitiveImpair', 'Hypometabilism'), ('CognitiveImpair', 'AD'), ('Hypometabilism', 'APOEAllele'), ('Hypometabilism', 'AD')]"
153,bma_rr,informed,none,1600,0.47988276917448985,10,5,"[('CognitiveImpair', 'Hypometabilism'), ('CognitiveImpair', 'ABProtein'), ('CognitiveImpair', 'AD'), ('CognitiveImpair', 'APOEAllele'), ('Hypometabilism', 'AD'), ('Hypometabilism', 'ABProtein'), ('AD', 'ABProtein'), ('APOEAllele', 'Hypometabilism'), ('APOEAllele', 'AD'), ('APOEAllele', 'ABProtein')]"
154,bma_rr,informed,none,2000,0.48680605670595223,10,5,"[('AD', 'APOEAllele'), ('AD', 'ABProtein'), ('AD', 'CognitiveImpair'), ('AD', 'Hypometabilism'), ('ABProtein', 'CognitiveImpair'), ('ABProtein', 'Hypometabilism'), ('ABProtein', 'APOEAllele'), ('CognitiveImpair', 'APOEAllele'), ('Hypometabilism', 'CognitiveImpair'), ('Hypometabilism', 'APOEAllele')]"
155,bma_rr,informed,none,2400,0.45227244376370074,10,5,"[('APOEAllele', 'AD'), ('APOEAllele', 'ABProtein'), ('APOEAllele', 'Hypometabilism'), ('APOEAllele', 'CognitiveImpair'), ('AD', 'CognitiveImpair'), ('AD', 'ABProtein'), ('AD', 'Hypometabilism'), ('Hypometabilism', 'ABProtein'), ('CognitiveImpair', 'ABProtein'), ('CognitiveImpair', 'Hypometabilism')]"
156,bma_rr,informed,none,2800,0.46208808524391165,10,5,"[('CognitiveImpair', 'APOEAllele'), ('CognitiveImpair', 'Hypometabilism'), ('CognitiveImpair', 'AD'), ('APOEAllele', 'AD'), ('APOEAllele', 'Hypometabilism'), ('AD', 'Hypometabilism'), ('ABProtein', 'CognitiveImpair'), ('ABProtein', 'AD'), ('ABProtein', 'Hypometabilism'), ('ABProtein', 'APOEAllele')]"
157,bma_rr,informed,none,3200,0.4832362504145116,10,5,"[('Hypometabilism', 'AD'), ('Hypometabilism', 'CognitiveImpair'), ('AD', 'CognitiveImpair'), ('ABProtein', 'AD'), ('ABProtein', 'Hypometabilism'), ('ABProtein', 'APOEAllele'), ('ABProtein', 'CognitiveImpair'), ('APOEAllele', 'Hypometabilism'), ('APOEAllele', 'CognitiveImpair'), ('APOEAllele', 'AD')]"
158,bma_rr,informed,none,3600,0.5091198090946208,8,5,"[('APOEAllele', 'CognitiveImpair'), ('APOEAllele', 'Hypometabilism'), ('APOEAllele', 'ABProtein'), ('CognitiveImpair', 'ABProtein'), ('Hypometabilism', 'CognitiveImpair'), ('Hypometabilism', 'AD'), ('AD', 'CognitiveImpair'), ('AD', 'ABProtein')]"
159,bma_rr,informed,none,4000,0.4733198735718892,9,5,"[('AD', 'Hypometabilism'), ('AD', 'APOEAllele'), ('AD', 'ABProtein'), ('AD', 'CognitiveImpair'), ('Hypometabilism', 'CognitiveImpair'), ('ABProtein', 'CognitiveImpair'), ('ABProtein', 'APOEAllele'), ('ABProtein', 'Hypometabilism'), ('CognitiveImpair', 'APOEAllele')]"
160,bma_rr,informed,none,4400,0.4450234668642065,10,5,"[('Hypometabilism', 'CognitiveImpair'), ('Hypometabilism', 'ABProtein'), ('Hypometabilism', 'APOEAllele'), ('Hypometabilism', 'AD'), ('CognitiveImpair', 'AD'), ('CognitiveImpair', 'APOEAllele'), ('CognitiveImpair', 'ABProtein'), ('ABProtein', 'AD'), ('APOEAllele', 'AD'), ('APOEAllele', 'ABProtein')]"
161,bma_rr,informed,none,4800,0.4710124642798581,9,5,"[('Hypometabilism', 'AD'), ('Hypometabilism', 'CognitiveImpair'), ('Hypometabilism', 'ABProtein'), ('AD', 'CognitiveImpair'), ('AD', 'ABProtein'), ('CognitiveImpair', 'ABProtein'), ('APOEAllele', 'Hypometabilism'), ('APOEAllele', 'CognitiveImpair'), ('APOEAllele', 'ABProtein')]"
162,bma_rr,informed,none,5200,0.5196640911692038,9,5,"[('AD', 'ABProtein'), ('AD', 'APOEAllele'), ('APOEAllele', 'ABProtein'), ('CognitiveImpair', 'ABProtein'), ('CognitiveImpair', 'Hypometabilism'), ('CognitiveImpair', 'APOEAllele'), ('Hypometabilism', 'ABProtein'), ('Hypometabilism', 'AD'), ('Hypometabilism', 'APOEAllele')]"
163,bma_rr,informed,none,5600,0.5150817091473837,10,5,"[('ABProtein', 'Hypometabilism'), ('ABProtein', 'AD'), ('ABProtein', 'APOEAllele'), ('ABProtein', 'CognitiveImpair'), ('Hypometabilism', 'CognitiveImpair'), ('Hypometabilism', 'APOEAllele'), ('AD', 'APOEAllele'), ('AD', 'CognitiveImpair'), ('AD', 'Hypometabilism'), ('APOEAllele', 'CognitiveImpair')]"
164,bma_rr,informed,none,6000,0.4713833238292689,9,5,"[('ABProtein', 'APOEAllele'), ('ABProtein', 'AD'), ('AD', 'APOEAllele'), ('CognitiveImpair', 'Hypometabilism'), ('CognitiveImpair', 'ABProtein'), ('CognitiveImpair', 'AD'), ('Hypometabilism', 'ABProtein'), ('Hypometabilism', 'AD'), ('Hypometabilism', 'APOEAllele')]"
165,bma_rr,informed,informed,400,0.4280152896295818,10,5,"[('CognitiveImpair', 'AD'), ('CognitiveImpair', 'Hypometabilism'), ('CognitiveImpair', 'APOEAllele'), ('AD', 'APOEAllele'), ('AD', 'Hypometabilism'), ('Hypometabilism', 'APOEAllele'), ('ABProtein', 'CognitiveImpair'), ('ABProtein', 'AD'), ('ABProtein', 'APOEAllele'), ('ABProtein', 'Hypometabilism')]"
166,bma_rr,informed,informed,800,0.49201378694955034,9,5,"[('ABProtein', 'CognitiveImpair'), ('ABProtein', 'Hypometabilism'), ('ABProtein', 'AD'), ('ABProtein', 'APOEAllele'), ('Hypometabilism', 'CognitiveImpair'), ('AD', 'CognitiveImpair'), ('AD', 'APOEAllele'), ('APOEAllele', 'CognitiveImpair'), ('APOEAllele', 'Hypometabilism')]"
167,bma_rr,informed,informed,1200,0.48438015805545404,10,5,"[('AD', 'APOEAllele'), ('AD', 'ABProtein'), ('AD', 'CognitiveImpair'), ('APOEAllele', 'ABProtein'), ('APOEAllele', 'CognitiveImpair'), ('ABProtein', 'CognitiveImpair'), ('Hypometabilism', 'APOEAllele'), ('Hypometabilism', 'AD'), ('Hypometabilism', 'ABProtein'), ('Hypometabilism', 'CognitiveImpair')]"
168,bma_rr,informed,informed,1600,0.49183017597532197,10,5,"[('AD', 'CognitiveImpair'), ('AD', 'APOEAllele'), ('AD', 'Hypometabilism'), ('CognitiveImpair', 'Hypometabilism'), ('APOEAllele', 'CognitiveImpair'), ('APOEAllele', 'Hypometabilism'), ('ABProtein', 'APOEAllele'), ('ABProtein', 'AD'), ('ABProtein', 'CognitiveImpair'), ('ABProtein', 'Hypometabilism')]"
169,bma_rr,informed,informed,2000,0.47733929542824305,9,5,"[('AD', 'CognitiveImpair'), ('AD', 'Hypometabilism'), ('CognitiveImpair', 'Hypometabilism'), ('ABProtein', 'AD'), ('ABProtein', 'Hypometabilism'), ('APOEAllele', 'ABProtein'), ('APOEAllele', 'CognitiveImpair'), ('APOEAllele', 'AD'), ('APOEAllele', 'Hypometabilism')]"
170,bma_rr,informed,informed,2400,0.4329884866452674,10,5,"[('Hypometabilism', 'AD'), ('APOEAllele', 'AD'), ('APOEAllele', 'CognitiveImpair'), ('APOEAllele', 'ABProtein'), ('APOEAllele', 'Hypometabilism'), ('CognitiveImpair', 'Hypometabilism'), ('CognitiveImpair', 'AD'), ('ABProtein', 'CognitiveImpair'), ('ABProtein', 'Hypometabilism'), ('ABProtein', 'AD')]"
171,bma_rr,informed,informed,2800,0.47349846275559976,9,5,"[('ABProtein', 'APOEAllele'), ('CognitiveImpair', 'AD'), ('CognitiveImpair', 'APOEAllele'), ('AD', 'ABProtein'), ('AD', 'APOEAllele'), ('Hypometabilism', 'CognitiveImpair'), ('Hypometabilism', 'ABProtein'), ('Hypometabilism', 'AD'), ('Hypometabilism', 'APOEAllele')]"
172,bma_rr,informed,informed,3200,0.46407190008352084,9,5,"[('CognitiveImpair', 'AD'), ('CognitiveImpair', 'ABProtein'), ('ABProtein', 'AD'), ('Hypometabilism', 'CognitiveImpair'), ('Hypometabilism', 'AD'), ('Hypometabilism', 'ABProtein'), ('APOEAllele', 'Hypometabilism'), ('APOEAllele', 'AD'), ('APOEAllele', 'CognitiveImpair')]"
173,bma_rr,informed,informed,3600,0.45029680609704265,9,5,"[('APOEAllele', 'AD'), ('APOEAllele', 'CognitiveImpair'), ('CognitiveImpair', 'AD'), ('Hypometabilism', 'CognitiveImpair'), ('Hypometabilism', 'AD'), ('ABProtein', 'AD'), ('ABProtein', 'APOEAllele'), ('ABProtein', 'CognitiveImpair'), ('ABProtein', 'Hypometabilism')]"
174,bma_rr,informed,informed,4000,0.4203168221959237,10,5,"[('APOEAllele', 'ABProtein'), ('APOEAllele', 'CognitiveImpair'), ('ABProtein', 'CognitiveImpair'), ('AD', 'ABProtein'), ('AD', 'CognitiveImpair'), ('AD', 'APOEAllele'), ('Hypometabilism', 'APOEAllele'), ('Hypometabilism', 'AD'), ('Hypometabilism', 'ABProtein'), ('Hypometabilism', 'CognitiveImpair')]"
175,bma_rr,informed,informed,4400,0.4951756318734876,8,5,"[('AD', 'APOEAllele'), ('CognitiveImpair', 'ABProtein'), ('CognitiveImpair', 'Hypometabilism'), ('ABProtein', 'Hypometabilism'), ('ABProtein', 'AD'), ('ABProtein', 'APOEAllele'), ('Hypometabilism', 'AD'), ('Hypometabilism', 'APOEAllele')]"
176,bma_rr,informed,informed,4800,0.5036519219427679,9,5,"[('Hypometabilism', 'AD'), ('Hypometabilism', 'ABProtein'), ('Hypometabilism', 'APOEAllele'), ('Hypometabilism', 'CognitiveImpair'), ('AD', 'ABProtein'), ('AD', 'APOEAllele'), ('ABProtein', 'APOEAllele'), ('CognitiveImpair', 'ABProtein'), ('CognitiveImpair', 'AD')]"
177,bma_rr,informed,informed,5200,0.5077664715579394,10,5,"[('ABProtein', 'APOEAllele'), ('ABProtein', 'AD'), ('ABProtein', 'CognitiveImpair'), ('ABProtein', 'Hypometabilism'), ('APOEAllele', 'CognitiveImpair'), ('APOEAllele', 'AD'), ('APOEAllele', 'Hypometabilism'), ('CognitiveImpair', 'AD'), ('Hypometabilism', 'CognitiveImpair'), ('Hypometabilism', 'AD')]"
178,bma_rr,informed,informed,5600,0.48102768655700384,8,5,"[('APOEAllele', 'AD'), ('APOEAllele', 'ABProtein'), ('APOEAllele', 'CognitiveImpair'), ('APOEAllele', 'Hypometabilism'), ('AD', 'Hypometabilism'), ('ABProtein', 'CognitiveImpair'), ('ABProtein', 'Hypometabilism'), ('CognitiveImpair', 'AD')]"
179,bma_rr,informed,informed,6000,0.4813617832793376,9,5,"[('CognitiveImpair', 'Hypometabilism'), ('CognitiveImpair', 'ABProtein'), ('ABProtein', 'Hypometabilism'), ('AD', 'ABProtein'), ('AD', 'CognitiveImpair'), ('APOEAllele', 'AD'), ('APOEAllele', 'CognitiveImpair'), ('APOEAllele', 'ABProtein'), ('APOEAllele', 'Hypometabilism')]"
180,bma_rr,informed,tree,400,0.21067679218655477,10,5,"[('Hypometabilism', 'ABProtein'), ('AD', 'ABProtein'), ('AD', 'Hypometabilism'), ('APOEAllele', 'Hypometabilism'), ('APOEAllele', 'ABProtein'), ('APOEAllele', 'AD'), ('APOEAllele', 'CognitiveImpair'), ('CognitiveImpair', 'AD'), ('CognitiveImpair', 'ABProtein'), ('CognitiveImpair', 'Hypometabilism')]"
181,bma_rr,informed,tree,800,6.805135943250189,8,5,"[('APOEAllele', 'AD'), ('APOEAllele', 'Hypometabilism'), ('AD', 'Hypometabilism'), ('AD', 'CognitiveImpair'), ('AD', 'ABProtein'), ('Hypometabilism', 'CognitiveImpair'), ('Hypometabilism', 'ABProtein'), ('ABProtein', 'CognitiveImpair')]"
182,bma_rr,informed,tree,1200,0.5208328029436271,10,5,"[('APOEAllele', 'ABProtein'), ('APOEAllele', 'Hypometabilism'), ('APOEAllele', 'AD'), ('APOEAllele', 'CognitiveImpair'), ('ABProtein', 'Hypometabilism'), ('ABProtein', 'CognitiveImpair'), ('ABProtein', 'AD'), ('Hypometabilism', 'CognitiveImpair'), ('Hypometabilism', 'AD'), ('AD', 'CognitiveImpair')]"
183,bma_rr,informed,tree,1600,0.5244322788541994,10,5,"[('APOEAllele', 'AD'), ('APOEAllele', 'ABProtein'), ('AD', 'ABProtein'), ('Hypometabilism', 'APOEAllele'), ('Hypometabilism', 'ABProtein'), ('Hypometabilism', 'AD'), ('CognitiveImpair', 'AD'), ('CognitiveImpair', 'ABProtein'), ('CognitiveImpair', 'APOEAllele'), ('CognitiveImpair', 'Hypometabilism')]"
184,bma_rr,informed,tree,2000,0.48752735359031146,10,5,"[('AD', 'Hypometabilism'), ('AD', 'APOEAllele'), ('AD', 'CognitiveImpair'), ('AD', 'ABProtein'), ('Hypometabilism', 'CognitiveImpair'), ('APOEAllele', 'ABProtein'), ('APOEAllele', 'CognitiveImpair'), ('APOEAllele', 'Hypometabilism'), ('ABProtein', 'CognitiveImpair'), ('ABProtein', 'Hypometabilism')]"
185,bma_rr,informed,tree,2400,0.5147884587370402,10,5,"[('Hypometabilism', 'ABProtein'), ('Hypometabilism', 'CognitiveImpair'), ('Hypometabilism', 'APOEAllele'), ('CognitiveImpair', 'APOEAllele'), ('CognitiveImpair', 'ABProtein'), ('APOEAllele', 'ABProtein'), ('AD', 'CognitiveImpair'), ('AD', 'Hypometabilism'), ('AD', 'APOEAllele'), ('AD', 'ABProtein')]"
186,bma_rr,informed,tree,2800,0.5324202690028029,10,5,"[('AD', 'CognitiveImpair'), ('AD', 'Hypometabilism'), ('AD', 'ABProtein'), ('AD', 'APOEAllele'), ('CognitiveImpair', 'APOEAllele'), ('CognitiveImpair', 'Hypometabilism'), ('Hypometabilism', 'APOEAllele'), ('ABProtein', 'CognitiveImpair'), ('ABProtein', 'Hypometabilism'), ('ABProtein', 'APOEAllele')]"
187,bma_rr,informed,tree,3200,0.5279099425362342,10,5,"[('CognitiveImpair', 'Hypometabilism'), ('CognitiveImpair', 'AD'), ('CognitiveImpair', 'APOEAllele'), ('CognitiveImpair', 'ABProtein'), ('AD', 'Hypometabilism'), ('APOEAllele', 'AD'), ('APOEAllele', 'Hypometabilism'), ('ABProtein', 'AD'), ('ABProtein', 'Hypometabilism'), ('ABProtein', 'APOEAllele')]"
188,bma_rr,informed,tree,3600,0.5616342723806182,9,5,"[('APOEAllele', 'ABProtein'), ('APOEAllele', 'Hypometabilism'), ('APOEAllele', 'AD'), ('APOEAllele', 'CognitiveImpair'), ('ABProtein', 'Hypometabilism'), ('ABProtein', 'CognitiveImpair'), ('ABProtein', 'AD'), ('AD', 'CognitiveImpair'), ('CognitiveImpair', 'Hypometabilism')]"
189,bma_rr,informed,tree,4000,0.4904782786288316,8,5,"[('CognitiveImpair', 'APOEAllele'), ('CognitiveImpair', 'ABProtein'), ('APOEAllele', 'ABProtein'), ('AD', 'CognitiveImpair'), ('AD', 'ABProtein'), ('AD', 'APOEAllele'), ('Hypometabilism', 'AD'), ('Hypometabilism', 'ABProtein')]"
190,bma_rr,informed,tree,4400,0.5107445363360384,10,5,"[('APOEAllele', 'AD'), ('APOEAllele', 'ABProtein'), ('APOEAllele', 'Hypometabilism'), ('AD', 'ABProtein'), ('AD', 'Hypometabilism'), ('ABProtein', 'Hypometabilism'), ('CognitiveImpair', 'APOEAllele'), ('CognitiveImpair', 'AD'), ('CognitiveImpair', 'ABProtein'), ('CognitiveImpair', 'Hypometabilism')]"
191,bma_rr,informed,tree,4800,0.485501766095517,9,5,"[('ABProtein', 'CognitiveImpair'), ('ABProtein', 'Hypometabilism'), ('ABProtein', 'APOEAllele'), ('CognitiveImpair', 'APOEAllele'), ('Hypometabilism', 'CognitiveImpair'), ('Hypometabilism', 'APOEAllele'), ('AD', 'CognitiveImpair'), ('AD', 'ABProtein'), ('AD', 'Hypometabilism')]"
192,bma_rr,informed,tree,5200,0.5093186960063699,10,5,"[('ABProtein', 'Hypometabilism'), ('ABProtein', 'CognitiveImpair'), ('ABProtein', 'AD'), ('ABProtein', 'APOEAllele'), ('Hypometabilism', 'AD'), ('Hypometabilism', 'APOEAllele'), ('CognitiveImpair', 'AD'), ('CognitiveImpair', 'Hypometabilism'), ('CognitiveImpair', 'APOEAllele'), ('AD', 'APOEAllele')]"
193,bma_rr,informed,tree,5600,0.49431036053746025,10,5,"[('AD', 'Hypometabilism'), ('AD', 'APOEAllele'), ('AD', 'CognitiveImpair'), ('APOEAllele', 'Hypometabilism'), ('CognitiveImpair', 'Hypometabilism'), ('CognitiveImpair', 'APOEAllele'), ('ABProtein', 'Hypometabilism'), ('ABProtein', 'CognitiveImpair'), ('ABProtein', 'AD'), ('ABProtein', 'APOEAllele')]"
194,bma_rr,informed,tree,6000,0.5178726936310338,9,5,"[('APOEAllele', 'Hypometabilism'), ('APOEAllele', 'ABProtein'), ('Hypometabilism', 'ABProtein'), ('Hypometabilism', 'CognitiveImpair'), ('CognitiveImpair', 'ABProtein'), ('AD', 'Hypometabilism'), ('AD', 'APOEAllele'), ('AD', 'ABProtein'), ('AD', 'CognitiveImpair')]"
195,bma_rr,informed,tan,400,1.314982036291273,10,5,"[('Hypometabilism', 'AD'), ('Hypometabilism', 'CognitiveImpair'), ('Hypometabilism', 'APOEAllele'), ('AD', 'APOEAllele'), ('AD', 'CognitiveImpair'), ('APOEAllele', 'CognitiveImpair'), ('ABProtein', 'APOEAllele'), ('ABProtein', 'CognitiveImpair'), ('ABProtein', 'AD'), ('ABProtein', 'Hypometabilism')]"
196,bma_rr,informed,tan,800,0.37954077980190565,9,5,"[('AD', 'ABProtein'), ('AD', 'CognitiveImpair'), ('AD', 'Hypometabilism'), ('ABProtein', 'CognitiveImpair'), ('ABProtein', 'Hypometabilism'), ('ABProtein', 'APOEAllele'), ('CognitiveImpair', 'APOEAllele'), ('CognitiveImpair', 'Hypometabilism'), ('APOEAllele', 'Hypometabilism')]"
197,bma_rr,informed,tan,1200,0.48483500453437,10,5,"[('AD', 'CognitiveImpair'), ('AD', 'APOEAllele'), ('AD', 'Hypometabilism'), ('CognitiveImpair', 'Hypometabilism'), ('APOEAllele', 'CognitiveImpair'), ('APOEAllele', 'Hypometabilism'), ('ABProtein', 'AD'), ('ABProtein', 'Hypometabilism'), ('ABProtein', 'APOEAllele'), ('ABProtein', 'CognitiveImpair')]"
